year,scenario,breedingSeasonStart,breedingSeasonEnd,tempIndex,precipIndex,survivorship,survivorshipT,survivorshipP
2040,SSP585,113,135,1.994101873038193,0.3694053350219213,0.7297656250542223,0.6307476190746026,0.8059181860791709
2041,SSP585,110,132,1.1778619575705198,0.27041496877542903,0.7100923104751298,0.7053401439118187,0.7288247504615879
2042,SSP585,112,134,1.175687652516454,0.16960826553358663,0.6115220415374725,0.7055269236086078,0.6331260745955327
2043,SSP585,108,130,0.8008164438419771,0.2717267677165163,0.7422063357280168,0.7366693869501054,0.7299626329048678
2044,SSP585,107,129,1.0793780415916951,0.2662702572523118,0.7147018682905544,0.7137304839450659,0.7252098193355778
2045,SSP585,110,132,2.6417990676574763,0.35392106213657526,0.6587271744650933,0.5665202737127416,0.7950523657193018
2046,SSP585,112,134,1.7932135575599322,0.24245094711787926,0.6268092446482263,0.6498710728295422,0.7038656197444018
2047,SSP585,110,132,1.3904267405270416,0.5059333325056176,0.8633024532283746,0.6867533609899359,0.8832634723981736
2048,SSP585,109,131,1.34523174001589,0.2841028959420815,0.7082286180040399,0.6907585415886851,0.740548732807427
2049,SSP585,113,135,2.4362560797285515,0.3232022627027482,0.647392723422853,0.5872574262670681,0.77217846533073
2050,SSP585,108,130,1.8197209184506726,0.2634832355788106,0.6456621046122452,0.6473735988959641,0.7227622776617777
2051,SSP585,108,130,0.7393823024506726,0.25664397276972944,0.7343058944812303,0.7415663607384234,0.7166994886025992
2052,SSP585,107,129,1.1133459469829996,0.3364123631099451,0.7707485970878535,0.7108527797458966,0.7822297247921732
2053,SSP585,109,131,1.9123772235758139,0.4043698221823817,0.7651055705683621,0.6385809500828399,0.8288305014247768
2054,SSP585,107,129,1.929014425847271,0.2021888722664136,0.5708873017795317,0.6369920758724463,0.6657074459717051
2055,SSP585,108,130,2.0182208655811076,0.3489335148105345,0.7096109315391951,0.6284223628230546,0.791457715319698
2056,SSP585,104,126,1.5455185536945333,0.4041618314308703,0.7911089260721333,0.6727984579192657,0.8287007842907196
2057,SSP585,106,128,1.299904052374304,0.3281796478854531,0.7501175986959374,0.6947469080000089,0.7760036217785323
2058,SSP585,107,129,1.448023578021184,0.3448618416582672,0.75237522016796,0.6816085370435988,0.7884888896402193
2059,SSP585,107,129,2.012076569499445,0.23223696231551091,0.5946415823753342,0.6290152898610191,0.6944245015855345
2060,SSP585,107,129,1.8601091170699562,0.409465085274965,0.772920755720363,0.6435528022498922,0.8319839466599626
2061,SSP585,104,126,1.4541378089066306,0.20777253455263137,0.6239444633282946,0.6810597457177354,0.6711459053539011
2062,SSP585,104,126,1.5994302167327175,0.297149692493099,0.6982646450999622,0.6678734086614312,0.7514124307348351
2063,SSP585,107,129,2.2791757630646625,0.3851218503589665,0.7200387889186382,0.602903082013521,0.8164939763624959
2064,SSP585,103,125,1.2584756024824362,0.3203332671158235,0.7468502469087326,0.6983668239638624,0.7699527982290351
2065,SSP585,106,128,2.1582570991569128,0.2824746813906625,0.6326347582808106,0.6148069735897005,0.7391715294191951
2066,SSP585,105,127,2.228938651596989,0.3053593291321572,0.6490551230476216,0.6078643851691712,0.7580903955493351
2067,SSP585,103,125,2.2338993863901853,0.2801432534454405,0.6229339818857776,0.6073754461251838,0.7371913038242857
2068,SSP585,105,127,1.9249117476892394,0.26210762702718116,0.6342502221267545,0.6373841664289217,0.7215492874734226
2069,SSP585,104,126,2.3680867633414135,0.3320544248237224,0.6625507598400425,0.5940709413949407,0.7789496392743228
2070,SSP585,101,123,1.2678557006616427,0.3843805609874189,0.7956744118720428,0.6975493507407848,0.8160053584263163
2071,SSP585,105,127,2.6637543780317716,0.25249181940144755,0.5505265299944173,0.564290026891169,0.7129798809039308
2072,SSP585,102,124,1.714613268835556,0.32741889566559373,0.7159491285224426,0.6572280823100788,0.7754219483915402
2073,SSP585,103,125,2.796625506564099,0.4255029568406175,0.7126325205679782,0.5507404072441314,0.8416072150414726
2074,SSP585,105,127,2.685382380292641,0.36251313222672993,0.6631513669783669,0.5620904816708805,0.8011365780200634
2075,SSP585,102,124,2.445361984221566,0.37718801235922217,0.6986938467471225,0.5863446951946516,0.8112120541384291
2076,SSP585,99,121,1.8852595414601332,0.2352099163396699,0.6103250006789628,0.6411642250975449,0.6971898794750201
2077,SSP585,99,121,1.7157260768461433,0.30032005115337074,0.6910225247472357,0.6571244386379427,0.7540058411168464
2078,SSP585,98,120,1.4196604007644809,0.3746766279985668,0.778004180551701,0.6841477102973748,0.809515989543636
2079,SSP585,103,125,2.644964116477142,0.5647342766744113,0.8295982597768151,0.5661989282326221,0.9073851429334524
2080,SSP585,100,122,2.5677101413678827,0.29900320345675063,0.6099036437879973,0.5740259448381729,0.7529308536442971
2081,SSP585,101,123,3.2748812356181642,0.2868712032143922,0.5252900130432915,0.5014880153545286,0.7428793984731135
2082,SSP585,99,121,2.4666025479765783,0.36435524959389265,0.6847976594235594,0.5842133487969174,0.8024231960251653
2083,SSP585,98,120,2.1766404798949157,0.2965654052285148,0.6451669507105954,0.613005659803896,0.7509324817087009
2084,SSP585,98,120,1.8990590030253505,0.23550167394475682,0.6092726935817929,0.639850677989202,0.6974605023396386
2085,SSP585,98,120,1.8075048830253506,0.43719904526019215,0.797138810036626,0.6485255813442498,0.8483395024606357
2086,SSP585,101,123,3.126138962400773,0.28516844019231513,0.5387355394145089,0.5168541219276147,0.7414474476206512
2087,SSP585,100,122,2.540948029101719,0.3376585799292003,0.6520017967899072,0.5767289376774453,0.7831612301511194
2088,SSP585,99,121,2.3988914233731764,0.4093309638652762,0.7313643562551356,0.5909963361043095,0.8319015367375745
2089,SSP585,99,121,2.4003916698896215,0.323595866233703,0.6511627873335775,0.5908464128823663,0.7724826221844479
2090,SSP585,100,122,2.573323688927806,0.4491582019763546,0.7510976386383701,0.5734584050797753,0.8549784040054254
2091,SSP585,99,121,2.7553297438026654,0.22744397786557843,0.5137123108406808,0.5549606070981687,0.6899365684334549
2092,SSP585,94,116,2.5445818925905677,0.25694726235434434,0.5674965940212745,0.576362180428868,0.7169700383648145
2093,SSP585,98,120,3.0465373070253503,0.3412185667670429,0.6069440981031294,0.5250662967970335,0.7858063092479441
2094,SSP585,98,120,3.0409644475470894,0.4468384861260059,0.7111463485838989,0.5256407699665661,0.8537098060186281
2095,SSP585,100,122,2.55567630057998,0.34658787342265757,0.6594856717075229,0.5752419290259546,0.7897511729184941
2096,SSP585,95,117,2.096497453112307,0.39390927687518457,0.7424595031822419,0.6208353052763969,0.8222096369284548
2097,SSP585,98,120,2.945562400764481,0.46861018188275366,0.7380924709871465,0.5354634205855814,0.8652595802626251
2098,SSP585,100,122,3.0852306381451973,0.5467794152062556,0.7894927142128944,0.5210758828233926,0.9005374828408035
2099,SSP585,98,120,2.776253622329698,0.4098311718314397,0.7000955233331341,0.5528232533698754,0.8322087217627956
2100,SSP585,96,118,3.190104782155785,0.3748156685174494,0.6277984863924652,0.5102482171087088,0.8096101945289528
