year,scenario,breedingSeasonStart,breedingSeasonEnd,tempIndex,precipIndex,survivorship,survivorshipT,survivorshipP
2082,SSP245,108,130,1.9866413285376294,0.3267214156312325,0.6918823672777508,0.6314656510880527,0.774887710939478
2083,SSP245,109,131,2.0364396905323354,0.2386290713568334,0.5989776157671107,0.6266619700722506,0.70035272423944706
2084,SSP245,110,132,1.882787993488857,0.34293222331471956,0.7156751814187076,0.6413992647760914,0.7870711645217049
2085,SSP245,103,125,1.2501570013467072,0.18253325746515844,0.6176842668699052,0.6990907366998116,0.6462173048965174
2086,SSP245,104,126,1.508937593776196,0.29025705578168975,0.6997623129970617,0.6761188056662406,0.7457113070290725
2087,SSP245,101,123,1.3639211830964253,0.3207205570125929,0.7388489183682756,0.68910571031348,0.7702541323514327
2088,SSP245,108,130,1.2972909978472709,0.23516169298222186,0.6663077381026034,0.69497594917701,0.6971451362026376
2089,SSP245,112,134,2.16686051686428,0.29885199485885316,0.6483863308085331,0.6139643474665527,0.7528072151316162
2090,SSP245,108,130,2.1895199509724117,0.27394673515527407,0.6208446227543445,0.6117418047130296,0.7318814124750384
2091,SSP245,104,126,1.5743523490805438,0.2198570843359715,0.6247445993443288,0.6701690241310867,0.68275907175265
2092,SSP245,106,128,1.8534340724665541,0.29850341546554354,0.6769941176795301,0.6441855506871773,0.7525220344488044
2093,SSP245,106,128,1.6888100316786518,0.3234581829407544,0.7145766202416707,0.6596271000239579,0.7723762601037815
2094,SSP245,107,129,1.6660285333255318,0.3525069685502145,0.7416947203070627,0.6617383999674944,0.7940378865188957
2095,SSP245,106,128,1.8879734144612603,0.32119561671309727,0.6953897225051334,0.6409060626473712,0.7706233780970995
2096,SSP245,102,124,0.8700596836181644,0.36539212596121345,0.8085282268535979,0.7310789788331639,0.803144632788641
2097,SSP245,104,126,1.5914689889066307,0.28343496583594074,0.6861253659307646,0.6686030465473648,0.7399843450288404
2098,SSP245,104,126,2.024692469776196,0.42321486053020574,0.7715819113552075,0.6277974320314333,0.8402621584618792
2099,SSP245,108,130,2.6945271694071944,0.2680209898885863,0.5642240376408227,0.5611597263154084,0.7267404182123387
2100,SSP245,105,127,1.3605013829013368,0.13680630343926953,0.558026720865675,0.6894085082832845,0.5990470476290722
2000,SSP585,117,139,0.2542055968431043,0.15087729026905622,0.6796877851759108,0.7781119519660706,0.6138047991093848
2001,SSP585,119,141,1.320203379870701,0.21813041098075642,0.6473047527382929,0.6929643407622879,0.6811131916712135
2002,SSP585,119,141,2.013626323522875,0.23753926915962142,0.600092044782527,0.6288657745510398,0.6993466694589376
2003,SSP585,117,139,0.9728797833595496,0.2215555036005571,0.6826221580061708,0.7226406266829679,0.6843735724907891
2004,SSP585,114,136,0.027586600945942463,0.2055717380414885,0.7477009494738145,0.793864912262967,0.6690077125079908
2005,SSP585,117,139,1.1322370270117237,0.1556224706694027,0.6011390585404167,0.7092449547026949,0.6187362578220216
2006,SSP585,115,137,0.3692046508483984,0.15643982231731193,0.6746390374637112,0.76979551039185945,0.6195832610224513
2007,SSP585,116,138,0.6979113610170175,0.3606642132318089,0.8162078243221921,0.7448383153947864,0.7998388860498883
2008,SSP585,117,139,0.5596513711039741,0.16711080216498417,0.6676128264463579,0.7555483721086469,0.6305729763354136
2009,SSP585,116,138,1.0241890147561479,0.4100783098820476,0.8282309583667119,0.7183692293716217,0.8323603273618242
2010,SSP585,115,137,0.7411266774570937,0.26700933690915385,0.742960234230104,0.741428136451696,0.7258566176471758
2011,SSP585,114,136,1.0393666585928225,0.2754098955126374,0.7261224511727966,0.7170980817035613,0.7331413287814755
2012,SSP585,114,136,0.9875779896415947,0.4515441302560121,0.854520670878563,0.721421115082694,0.8562736684484558
2013,SSP585,117,139,0.6349256621421585,0.3604144668949489,0.8199197749061188,0.7497553688415106,0.7996631119245752
2014,SSP585,117,139,0.7349717584899844,0.24765399580246827,0.7268888963581519,0.7419156374679059,0.7086094434229127
2015,SSP585,115,137,0.8135738506744852,0.09530873031761246,0.5687828451023509,0.7356450388192997,0.5545633590966202
2016,SSP585,115,137,0.5878323537232573,0.22704992301148452,0.7209488851829899,0.7533902744524501,0.6895659817138566
2017,SSP585,115,137,1.3492317962397027,0.414359675656796,0.8111629005559943,0.6904051983493772,0.8349693693633784
2018,SSP585,116,138,0.8806215396257129,0.2568273708679215,0.7229211024313233,0.7302196946857564,0.7168631077418345
2019,SSP585,113,135,0.7494045905111602,0.33988985884750844,0.7987144161255234,0.7407715385083262,0.7848218299971343
2020,SSP585,116,138,1.1520587204136157,0.1736042069233569,0.6179943165353953,0.7075522667000983,0.6371954859379774
2021,SSP585,112,134,0.2817744547773236,0.10217675458127433,0.6287634030008017,0.7761379908670546,0.5620064283978694
2022,SSP585,115,137,1.5241134341527462,0.2259795815677981,0.6358533830535635,0.6747434659291934,0.688558157484485
2023,SSP585,118,140,1.755111105354256,0.2278824108010181,0.6154499151865876,0.6534466399424667,0.6903486038368596
2024,SSP585,115,137,0.6286999898971704,0.08469451100104684,0.5760715508440809,0.7502379396991629,0.5430133137327385
2025,SSP585,115,137,1.357458398326659,0.19058695782986682,0.6155650483166812,0.6896778057180427,0.6542665374522156
2026,SSP585,116,138,1.2091548745822351,0.31624504331877795,0.74730799787421065,0.7026443633882944,0.766755035918141
2027,SSP585,117,139,2.1376074143160713,0.230001470628926,0.579682086618266,0.6168266061567834,0.6923358107930526
2028,SSP585,115,137,1.0705481342449965,0.22767428885363455,0.6796933200618002,0.7144757238762782,0.6901530503100288
2029,SSP585,114,136,1.4869203495493444,0.3023306045508382,0.7126578961915472,0.6781087589722449,0.7556410354532479
2030,SSP585,115,137,1.3157946393701374,0.20374026490451616,0.6331594100760624,0.6933519831025058,0.6672229966894303
2031,SSP585,112,134,1.033181674429497,0.24786211774985467,0.7019351216004298,0.7176165015256406,0.7087982634670635
2032,SSP585,116,138,1.4056238266744852,0.25951694680333903,0.6800022424838453,0.685400273902608,0.7192560396771408
2033,SSP585,111,133,0.4291491686087043,0.18368487724754035,0.6951262629494356,0.7653747251625416,0.6473735044240355
2034,SSP585,110,132,0.520927974787911,0.2575189761084563,0.752265980923364,0.7584929034942136,0.7174796106932048
2035,SSP585,113,135,1.7145707772937688,0.3287323601617954,0.717125116978051,0.6572320395504633,0.7764255545644548
2036,SSP585,110,132,0.6351309060105963,0.3828916372123836,0.8340352093768565,0.749739449190458,0.8150208969390187
2037,SSP585,111,133,1.8272734620000086,0.2029077771149782,0.5819275631793575,0.6466605285611319,0.6664101695947554
2038,SSP585,109,131,0.9924573482714657,0.3130988881661174,0.7613440189950849,0.721015547300683,0.7642731743404019
2039,SSP585,109,131,1.043674580619292,0.22899239452040027,0.6833618755357816,0.7167366552706537,0.6913904050630175
